Latitude,Longitude
18.400000000000006,70.30000000000001
18.30000000000001,70.30000000000001
18.200000000000003,70.30000000000001
18.10000000000001,70.30000000000001
18.0,70.30000000000001
17.900000000000006,70.30000000000001
17.80000000000001,70.30000000000001
17.700000000000003,70.30000000000001
17.60000000000001,70.30000000000001
17.5,70.30000000000001
17.400000000000006,70.30000000000001
17.30000000000001,70.30000000000001
17.200000000000003,70.30000000000001
17.10000000000001,70.30000000000001
17.0,70.30000000000001
16.900000000000006,70.30000000000001
16.80000000000001,70.30000000000001
16.700000000000003,70.30000000000001
16.60000000000001,70.30000000000001
16.5,70.30000000000001
16.400000000000006,70.30000000000001
16.299999999999997,70.30000000000001
16.200000000000003,70.30000000000001
16.10000000000001,70.30000000000001
16.0,70.30000000000001
15.900000000000006,70.30000000000001
15.799999999999997,70.30000000000001
15.700000000000003,70.30000000000001
15.600000000000009,70.30000000000001
15.5,70.30000000000001
15.400000000000006,70.30000000000001
15.299999999999997,70.30000000000001
15.200000000000003,70.30000000000001
15.100000000000009,70.4
15.0,70.5
14.900000000000006,70.6
14.799999999999997,70.7
14.700000000000003,70.80000000000001
14.600000000000009,70.9
14.5,71.0
14.400000000000006,71.1
14.299999999999997,71.2
14.200000000000003,71.30000000000001
14.100000000000009,71.30000000000001
14.0,71.30000000000001
13.900000000000006,71.30000000000001
13.799999999999997,71.30000000000001
13.700000000000003,71.4
13.600000000000009,71.5
13.5,71.6
13.400000000000006,71.7
13.299999999999997,71.80000000000001
13.200000000000003,71.9
13.100000000000009,72.0
13.0,72.0
12.900000000000006,72.0
12.799999999999997,72.0
12.700000000000003,72.1
12.600000000000009,72.2
12.5,72.30000000000001
12.400000000000006,72.4
12.299999999999997,72.5
12.200000000000003,72.6
12.100000000000009,72.7
12.0,72.80000000000001
11.900000000000006,72.9
11.799999999999997,73.0
11.700000000000003,73.1
11.600000000000009,73.2
11.5,73.2
11.400000000000006,73.2
11.299999999999997,73.2
11.200000000000003,73.2
11.100000000000009,73.2
11.0,73.2
10.900000000000006,73.2
10.799999999999997,73.2
10.700000000000003,73.2
10.600000000000009,73.2
10.5,73.2
10.400000000000006,73.2
10.299999999999997,73.2
10.200000000000003,73.2
10.100000000000009,73.2
10.0,73.2
9.900000000000006,73.2
9.799999999999997,73.2
9.700000000000003,73.2
9.600000000000009,73.2
9.5,73.2
9.400000000000006,73.2
9.299999999999997,73.2
9.200000000000003,73.2
9.100000000000009,73.2
9.0,73.2
8.900000000000006,73.2
8.799999999999997,73.2
8.700000000000003,73.2
8.600000000000009,73.2
8.5,73.2
8.400000000000006,73.2
8.299999999999997,73.2
8.200000000000003,73.30000000000001
8.100000000000009,73.4
8.0,73.4
7.900000000000006,73.5
7.799999999999997,73.5
7.700000000000003,73.6
7.6000000000000085,73.6
7.5,73.7
7.400000000000006,73.7
7.299999999999997,73.80000000000001
7.200000000000003,73.80000000000001
7.1000000000000085,73.80000000000001
7.0,73.9
6.900000000000006,73.9
6.799999999999997,74.0
6.700000000000003,74.0
6.6000000000000085,74.1
6.5,74.1
6.400000000000006,74.2
6.299999999999997,74.2
6.200000000000003,74.30000000000001
6.1000000000000085,74.30000000000001
6.0,74.30000000000001
5.900000000000006,74.4
5.799999999999997,74.4
5.700000000000003,74.5
5.6000000000000085,74.5
5.5,74.6
5.400000000000006,74.6
5.299999999999997,74.7
5.200000000000003,74.7
5.1000000000000085,74.80000000000001
5.0,74.80000000000001
4.900000000000006,74.9
4.799999999999997,74.9
4.700000000000003,75.0
4.6000000000000085,75.0
4.5,75.1
4.400000000000006,75.1
4.299999999999997,75.2
4.200000000000003,75.2
4.1000000000000085,75.30000000000001
4.0,75.30000000000001
3.9000000000000057,75.30000000000001
3.8000000000000043,75.4
3.700000000000003,75.4
3.6000000000000014,75.5
3.5,75.5
3.4000000000000057,75.6
3.3000000000000043,75.6
3.200000000000003,75.7
3.1000000000000014,75.7
3.0,75.7
2.9000000000000057,75.80000000000001
2.8000000000000043,75.80000000000001
2.700000000000003,75.80000000000001
2.6000000000000014,75.9
2.5,75.9
2.4000000000000057,76.0
2.3000000000000043,76.0
2.200000000000003,76.0
2.1000000000000014,76.0
2.0,76.1
1.9000000000000057,76.2
1.8000000000000043,76.2
1.7000000000000028,76.30000000000001
1.6000000000000014,76.30000000000001
1.5,76.4
1.4000000000000057,76.4
1.3000000000000043,76.4
1.2000000000000028,76.5
1.1000000000000014,76.5
1.0,76.6
0.9000000000000057,76.6
0.8000000000000043,76.7
0.7000000000000028,76.7
0.6000000000000014,76.80000000000001
0.5,76.80000000000001
0.4000000000000057,76.9
0.30000000000000426,76.9
0.20000000000000284,77.0
0.10000000000000142,77.0
0.0,77.1
-0.09999999999999432,77.1
-0.19999999999999574,77.2
-0.29999999999999716,77.2
-0.3999999999999986,77.30000000000001
-0.5,77.30000000000001
-0.5999999999999943,77.4
-0.6999999999999957,77.4
-0.7999999999999972,77.4
-0.8999999999999986,77.5
-1.0,77.5
-1.0999999999999943,77.6
-1.1999999999999957,77.6
-1.2999999999999972,77.7
-1.3999999999999986,77.7
-1.5,77.80000000000001
-1.5999999999999943,77.80000000000001
-1.6999999999999957,77.9
-1.7999999999999972,77.9
-1.8999999999999986,78.0
-2.0,78.0
-2.0999999999999943,78.1
-2.1999999999999957,78.1
-2.299999999999997,78.2
-2.3999999999999986,78.2
-2.5,78.30000000000001
-2.5999999999999943,78.30000000000001
-2.6999999999999957,78.30000000000001
-2.799999999999997,78.4
