Longitude,Latitude
80.80000000000001,12.400000000000006
84.625,8.725000000000005
85.0,8.400000000000006
85.61666666666667,7.816666666666673
86.08571428571429,7.400000000000006
87.25714285714287,6.3142857142857185
87.85714285714288,5.900000000000004
88.45714285714287,5.442857142857146
88.98571428571428,5.071428571428574
89.58571428571429,4.614285714285716
89.95714285714287,4.471428571428573
90.78571428571429,3.842857142857144
91.08333333333333,3.683333333333335
91.36,3.460000000000002
91.7,3.200000000000003
94.7,0.5
